Left,Down,Right,Up
-9.141006540800001,-6.723200000000001,0.45415452672000023,0.04153916619816961
-0.0019540357119999623,0.08000000000000002,0.19520000000000004,-5.904000000000001
-0.08854400000000003,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.6,0.22848000000000004,-0.012959999999999996,-0.03294592000000001
0.9252998524487626,1.2306675627368737,1.286720644343595,0.8359682424173976
0.715824308603979,-9.999857275230731,1.1091691244935786,-9.999564438570342
0.44561449225401206,0.6419539009467288,0.9838966515617908,0.4299441869962609
0.36748082275467736,0.8047764554188019,0.6777991533294312,0.39421941836931307
0.14891558072408528,0.4355707453440001,-3.6,-7.902848000000001
0.0,0.0,0.0,0.0
-3.6,0.0,0.0,0.0
-0.06000000000000001,0.08000000000000002,0.08000000000000002,0.0
-0.12336000000000005,0.08000000000000002,0.10304000000000002,0.0
-0.09520000000000003,0.14400000000000002,-0.020000000000000004,-0.09141120000000003
0.7115204974320123,1.0514989167624842,-9.999999909537433,0.704800286358171
0.0,0.0,0.0,0.0
-8.926258176000001,0.39717398937600007,0.4263605099660576,0.19377490737989844
-0.014427902455200049,0.6321296461502875,0.45264995123200014,0.12750436794635883
0.08624097583297993,0.34901708800000003,0.22192640000000005,-0.07574664372223999
-0.023770880000000008,0.16704000000000002,0.08000000000000002,0.0
0.0,0.0,0.10304000000000002,0.0
0.0,0.08000000000000002,0.14400000000000002,0.0
-0.04720000000000001,0.15884800000000004,0.14400000000000002,-0.09520000000000003
-0.09436032000000003,0.0,-0.020000000000000004,-0.12336000000000005
0.5403204318062006,0.8504085487039336,0.759506817161724,0.4695109053647773
0.23637995578603876,0.3205867520000001,0.4855660940492802,-9.141006540800001
-0.015906734207795176,0.2951424000000001,0.27410944000000004,-0.050197089548086785
-0.07833021440000001,-4.880000000000001,0.3834693632000001,0.025988706045394994
-0.05616593920000001,0.24035840000000003,0.15680000000000002,-0.08692630937600004
-0.03294592000000001,-2.0,0.08000000000000002,-0.03327360000000001
0.0,0.09280000000000001,0.0,0.0
0.0,0.09280000000000001,0.0,0.0
0.0,0.09280000000000001,0.21824000000000005,-0.04720000000000001
-0.034912000000000006,0.08000000000000002,-0.050745600000000016,-0.10800000000000003
0.18064562433281242,0.6012071937966083,0.5839636070484936,0.298712681902252
0.05802708091863048,0.2548736000000001,0.26892800000000006,0.03934928380239554
-0.05925760000000001,-7.902848000000001,-3.6,0.0
0.0,0.0,0.0,0.0
0.0,0.15680000000000002,-2.0,-0.03294592000000001
0.0,0.0,0.0,0.0
-2.0,0.09648640000000001,0.17072640000000006,0.0
0.0,0.23667200000000005,0.0,0.0
0.0,0.08000000000000002,0.14400000000000002,-0.0812736
-0.06652800000000002,0.0,0.0,-0.06000000000000001
0.04833745920000003,0.12244151210803206,0.3250626560000001,0.09255732358270169
-0.061340825599999996,-0.05456000000000001,-7.378560000000001,-0.061973248
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.003040000000000004,0.2592000000000001,-0.04720000000000001
-0.08854400000000003,-0.044192000000000016,0.21168640000000005,0.0
-0.07472000000000002,-0.008573183999999994,0.10304000000000002,-0.12072217600000004
-0.09151360000000003,0.00741760000000001,0.5152000000000001,0.0
-0.04720000000000001,0.0,2.0,-0.09520000000000003
0.0,0.0,0.0,0.0
